"Date","Price","Open","High","Low","Vol.","Change %"
"10/14/2022","113.6662","116.1736","116.4277","113.5141","","-2.01%"
"10/13/2022","115.9979","114.6892","116.0854","113.0950","","1.20%"
"10/12/2022","114.6169","114.9584","115.8269","114.4454","","-0.72%"
"10/11/2022","115.4479","116.1210","116.1404","114.5906","","-0.48%"
"10/10/2022","116.0076","117.0307","118.1173","115.9543","","-0.96%"
"10/07/2022","117.1356","116.4065","117.6515","116.0613","","0.35%"
"10/06/2022","116.7247","116.8191","117.2901","116.1611","","0.21%"
"10/05/2022","116.4826","115.5998","116.7894","114.6335","","0.67%"
"10/04/2022","115.7081","112.9550","115.8998","112.8067","","2.62%"
"10/03/2022","112.7541","112.3131","112.8151","111.8220","","1.13%"
"09/30/2022","111.4887","112.8079","113.6523","111.4586","","-0.96%"
"09/29/2022","112.5709","113.2057","113.8750","111.5475","","-0.16%"
"09/28/2022","112.7518","110.1095","112.8110","109.3820","","2.08%"
"09/27/2022","110.4532","111.1429","112.0726","110.4016","","-0.13%"
"09/26/2022","110.6013","112.3169","112.3766","110.2914","","-1.60%"
"09/23/2022","112.4019","116.3102","116.3131","112.1629","","-3.11%"
"09/22/2022","116.0139","117.0415","118.1095","115.9113","","-0.84%"
"09/21/2022","116.9968","117.2703","119.1574","116.3737","","-0.28%"
"09/20/2022","117.3242","117.2598","117.7866","116.3388","","0.38%"
"09/19/2022","116.8749","116.7406","117.0829","114.7802","","0.11%"
"09/16/2022","116.7431","117.7492","117.8337","116.3400","","-0.86%"
