"Date","Price","Open","High","Low","Vol.","Change %"
"07/31/2023","6.3568","6.6027","6.6218","6.3067","","-5.47%"
"07/28/2023","6.7244","6.7411","6.8748","6.5836","","-1.19%"
"07/27/2023","6.8056","6.9393","7.0658","6.8032","","-1.01%"
"07/26/2023","6.8748","7.0992","7.1875","6.7722","","-5.29%"
"07/25/2023","7.2591","7.3498","7.3904","7.0443","","0.36%"
"07/24/2023","7.2329","6.7483","7.2329","6.7387","","8.60%"
"07/21/2023","6.6600","6.9894","7.0013","6.6265","","-4.06%"
"07/20/2023","6.9416","7.0467","7.1684","6.7936","","-0.10%"
"07/19/2023","6.9488","6.4666","6.9774","6.4523","","8.50%"
"07/18/2023","6.4045","6.2279","6.4404","6.1993","","2.60%"
"07/17/2023","6.2422","6.3592","6.5812","6.2184","","-1.17%"
"07/14/2023","6.3162","6.1181","6.3305","6.1014","","3.40%"
"07/13/2023","6.1085","5.9725","6.1563","5.9391","","1.11%"
"07/12/2023","6.0417","6.3138","6.3258","6.0393","","-4.20%"
"07/11/2023","6.3067","6.1897","6.3473","6.1658","","2.21%"
"07/10/2023","6.1706","6.1730","6.2995","6.1539","","-0.50%"
"07/07/2023","6.2016","6.2398","6.3210","6.1467","","-1.29%"
"07/06/2023","6.2828","6.3831","6.3854","6.2231","","-2.41%"
"07/05/2023","6.4380","6.1276","6.4929","6.1276","","5.07%"
"07/03/2023","6.1276","6.1682","6.2613","6.1205","","-1.42%"
"06/30/2023","6.2160","6.4523","6.5000","6.1993","","-2.47%"
"06/29/2023","6.3735","6.4165","6.4714","6.3473","","-0.34%"
"06/28/2023","6.3950","6.6194","6.7435","6.3735","","-4.18%"
"06/27/2023","6.6743","6.9751","6.9918","6.6409","","-5.32%"
"06/26/2023","7.0491","7.1803","7.3546","7.0037","","-1.10%"
"06/23/2023","7.1278","7.1374","7.1589","6.9989","","-0.83%"
"06/22/2023","7.1875","7.1374","7.2639","7.0586","","0.60%"
"06/21/2023","7.1445","6.8748","7.1493","6.8151","","5.57%"
"06/20/2023","6.7674","6.6814","6.8080","6.5836","","1.03%"
"06/16/2023","6.6982","6.4594","6.7698","6.4404","","4.27%"
"06/15/2023","6.4236","6.1133","6.4499","6.1062","","4.91%"
"06/14/2023","6.1229","6.1730","6.1945","6.0823","","-1.04%"
"06/13/2023","6.1873","6.1389","6.3042","6.0982","","0.33%"
"06/12/2023","6.1672","6.0715","6.2100","6.0551","","0.62%"
"06/09/2023","6.1292","6.0462","6.1543","6.0230","","0.55%"
"06/08/2023","6.0954","5.9946","6.1192","5.9505","","1.59%"
"06/07/2023","5.9999","6.1240","6.1823","5.9659","","-1.75%"
"06/06/2023","6.1069","6.1045","6.3015","6.0461","","0.60%"
"06/05/2023","6.0705","6.0972","6.1410","5.9902","","0.81%"
"06/02/2023","6.0218","5.8978","6.0559","5.8637","","1.35%"
"06/01/2023","5.9416","5.8297","6.0024","5.8272","","2.78%"
"05/31/2023","5.7810","5.7008","5.7883","5.5767","","0.55%"
"05/30/2023","5.7494","5.9416","5.9464","5.7300","","-4.06%"
"05/26/2023","5.9926","5.9002","6.0145","5.9002","","1.94%"
"05/25/2023","5.8783","5.8905","5.9975","5.8272","","-0.33%"
"05/24/2023","5.8978","6.0559","6.0729","5.8613","","-2.57%"
"05/23/2023","6.0534","5.8710","6.0753","5.7810","","2.64%"
"05/22/2023","5.8978","5.8613","5.9683","5.8029","","0.21%"
"05/19/2023","5.8856","5.9197","6.0291","5.8589","","-1.10%"
"05/18/2023","5.9513","6.0753","6.0875","5.8929","","-2.20%"
"05/17/2023","6.0850","6.2675","6.3623","5.9951","","-3.40%"
"05/16/2023","6.2991","6.4450","6.4499","6.2310","","-2.01%"
"05/15/2023","6.4280","6.2018","6.4523","6.1969","","4.06%"
"05/12/2023","6.1775","6.1604","6.3574","6.1386","","1.24%"
"05/11/2023","6.1021","6.2164","6.2334","6.0850","","-2.18%"
"05/10/2023","6.2383","6.2796","6.2845","6.1288","","-0.35%"
"05/09/2023","6.2602","6.2942","6.3428","6.1604","","-1.60%"
"05/08/2023","6.3623","6.4012","6.5034","6.3501","","-0.95%"
"05/05/2023","6.4231","6.2845","6.4547","6.2772","","2.37%"
"05/04/2023","6.2747","6.2942","6.3283","6.1215","","0.82%"
"05/03/2023","6.2237","5.9099","6.2456","5.8735","","5.01%"
"05/02/2023","5.9270","6.0753","6.0948","5.9124","","-1.45%"
"05/01/2023","6.0145","6.1118","6.1240","5.9707","","-2.45%"
"04/28/2023","6.1653","6.0948","6.2139","6.0753","","0.72%"
"04/27/2023","6.1215","6.2431","6.2529","6.0850","","-1.99%"
"04/26/2023","6.2456","6.3793","6.3988","6.2383","","-1.68%"
"04/25/2023","6.3526","6.3696","6.3696","6.3526","","-0.61%"
"04/24/2023","6.3915","6.5739","6.6079","6.3891","","-2.38%"
"04/21/2023","6.5471","6.6250","6.6712","6.5082","","-1.03%"
"04/20/2023","6.6152","6.7247","6.7247","6.6006","","-1.84%"
"04/19/2023","6.7393","6.8876","6.8998","6.7344","","-2.36%"
"04/18/2023","6.9022","6.9192","6.9776","6.8171","","0.32%"
"04/17/2023","6.8803","6.6979","6.8828","6.6663","","2.13%"
"04/14/2023","6.7368","6.5671","6.7446","6.5256","","2.42%"
"04/13/2023","6.5778","6.6580","6.6820","6.5563","","-1.70%"
"04/12/2023","6.6913","6.6526","6.7344","6.6379","","0.66%"
"04/11/2023","6.6472","6.7303","6.7691","6.5754","","-0.73%"
"04/10/2023","6.6958","6.7427","6.7452","6.5972","","0.44%"
"04/06/2023","6.6662","6.7205","6.7477","6.6268","","-0.95%"
"04/05/2023","6.7304","6.7822","6.8315","6.6638","","-1.37%"
